732637211691261952	@midnight @hardwick We Found God In A Hopeful Place #MakeASongWhiter #PointsMe	0
732633564710342656	Too Much Booty In The Yoga Pants #MakeASongWhiter @midnight	0
732630549026627584	#makeasongwhiter Parents Just Understand @midnight	0
732638331838824448	@midnight @hardwick JUMP!... not that far #VanHalen #MakeASongWhiter #PointsMe	0
732636910133383169	"STRAIGHT OUTTA #LAMAZE CLASS" #MakeASongWhiter @midnight	0
732638119674138630	@midnight @hardwick I'm so Classy... you already know #MakeASongWhiter #PointsMe	0
732637352041058304	@midnight @hardwick Mister Christian #MakeASongWhiter #PointsMe	0
732635217362477056	Republican paradise #MakeASongWhiter @midnight	0
732635240213020672	Crusin down the street in my 4x4 #MakeASongWhiter @midnight	0
732632643469201409	These Bros Are Not Loyal #MakeASongWhiter @midnight	0
732638922501705728	Pour Some Gluten Free Artificial Sweetner On Me. @midnight #MakeASongWhiter	0
732638303762014208	@midnight Golfa's Paradise #MakeASongWhiter	0
732639311032668160	@midnight More Cocaine #makeasongwhiter	0
732640974480904192	@midnight All Along The Trump Tower #MakeASongWhiter	0
732632256083197952	Love the Police- W.W.A.(Wiggers With Attitudes) #MakeASongWhiter @midnight	0
732634714062774272	Albino rain #MakeASongWhiter @midnight	0
732636665496358912	@midnight @hardwick Unenvisionable Lines #MakeASongWhiter #PointsMe	0
732636856890843137	@midnight Hello...it's me. I was wondering if after all this time I could speak to your manager. #MakeASongWhiter	0
732640212778659840	#MakeASongWhiter Home Inspection - Ice Tea @midnight	0
732638900494049280	@midnight @hardwick Welcome To NOT The Jungle #MakeASongWhiter #PointsMe	0
732634240714723328	Good Credit Sunshine #MakeASongWhiter @midnight	0
732636462877790208	@midnight  Love the police #MakeASongWhiter	0
732633288414658560	Baby You Can Drive My Carpool #MakeASongWhiter @midnight	0
732639245366665217	@midnight @hardwick Nothing Compares To Blue's Clues: The Steve Version #MakeASongWhiter #PointsMe	0
732638627184955392	@midnight @hardwick Take All Me (Take On Me/All Of Me) #MakeASongWhiter #PointsMe	0
732631401665826817	@midnight all the small things, but it does the job. #MakeASongWhiter	0
732632499570925568	Anything by Stevie Wonderbread #MakeASongWhiter @midnight	0
732635052815736832	From the Windows to the Wine Cupboard #MakeASongWhiter @midnight	0
732636438680850432	Becky with the Starbucks #MakeASongWhiter @midnight	0
732637123703017474	Proud Mary Tyler Moore #MakeASongWhiter @midnight	0
732638454891327489	Don't Stop Beliebin' #MakeASongWhiter @midnight	0
732635051008098305	All about the Benjamins and any Denomination of Currency .. #Makeasongwhiter @midnight	0
732639481996533760	@midnight I wanna dance off beat with somebody #MakeASongWhiter	0
732636825144135680	@midnight @hardwick We Are White #MakeASongWhiter #PointsMe	0
732634254904020996	@midnight When Doves Cry, at Your Wedding?  Worst. Day. Ever. #MakeASongWhiter	0
732634135429275648	The First Time Ever I Saw Your Oh So Very Very Very Pale, Pasty Super White Face #MakeASongWhiter @midnight	0
732639409049370624	@midnight @hardwick Just Sane In My Brain #MakeASongWhiter #PointsMe	0
732637585634381827	@midnight @hardwick Mud On The Leaves #MakeASongWhiter #PointsMe	0
732637563341639684	walk up to the club like what up I'm on some new meds  #MakeaSongWhiter | @midnight	0
732631113328386048	Gluten Free Bird #MakeASongWhiter @midnight	0
732639849736482817	@midnight @hardwick Eat It, "It"`s Healthy For You @alyankovic #MakeASongWhiter #PointsMe	0
732637990627856384	Heil! Heil! Rock and Roll   @midnight  #MakeASongWhiter #InternetHitler	0
732631810610339841	Play That Polka Music, White Boy #MakeASongWhiter @midnight	0
732640773913477120	@midnight Throw your hands up in Heir #MakeASongWhiter	0
732633081169879040	#makeasongwhiter "When I get this feeling, I need erectile dysfunction tablets..." @midnight	0
732632908003987456	#MakeASongWhiter @midnight any song by bread	0
732640310065430529	@midnight Oppa Rich guy style #MakeASongWhiter	0
732637529149734912	Ra ra riot over sports #MakeASongWhiter @midnight	0
732637221279301632	@midnight  Who run the world (us) #MakeASongWhiter	0
732641263908982784	@midnight #makeasongwhiter Mo' Money,  Mo Investments	0
732637740534091776	Anything by the TED Talking Heads... #MakeASongWhiter @midnight	0
732637929219182592	@midnight @hardwick Happier #MakeASongWhiter #PointsMe	0
732636923357863936	All in all, Mexico will pay for The Wall. #MakeASongWhiter @midnight	0
732641018374410247	#MakeaSongWhiter #ChrisHardwickShadeOfPale @midnight	0
732639616885366785	I Still Haven't Found the rhythm I'm Looking For...   #MakeASongWhiter @midnight	0
732637755176550400	@midnight @hardwick WHITE SKIN KING #MakeASongWhiter #PointsMe	0
732635957581611009	#makeasongwhiter Pappa's Got a Brand New Golf Bag @midnight	0
732637899762618368	That's Why The Lady Has A Tramp Stamp #MakeASongWhiter @midnight	0
732636611322777602	Hit my baby one more time... in the Walmart parking lot  #MakeASongWhiter @midnight	0
732635740736131073	Starbucks Style #MakeASongWhiter @midnight	0
732633284669235200	#MakeASongWhiter @midnight 99% problems	0
732635619663302656	She thinks my tractor is sexy. Can't get whiter than that. #MakeASongWhiter @midnight	0
732639631041277952	@midnight @hardwick (Story) Informer #MakeASongWhiter #PointsMe	0
732635402222211072	@midnight #MakeASongWhiter White and White	0
732639417907744769	We loved @midnight trending hashtag #MakeASongWhiter this morning. Check out some of our favorites. Do you have one? https://t.co/mnxyi7CJGu	0
732637015238443009	@midnight @hardwick Somebody That I Still Know #MakeASongWhiter #PointsMe	0
732636244396625920	Kale Break #MakeASongWhiter @midnight	0
732420612187131904	This Land Was Your Land.  #MakeASongWhiter @midnight	1
732416620040060929	I Believe I Can Fly First Class #MakeASongWhiter @midnight	1
732423780128063490	Kale to the Chief #MakeASongWhiter @midnight	1
732425260960763904	Wake me up before U froyo #MakeASongWhiter @midnight	1
732432358704439297	spiritual healing #MakeASongWhiter @midnight	1
732422000220594176	Who licked the dogs mouth!!? #MakeASongWhiter @midnight	1
732418027367456768	Gin and Cold-Pressed Juice #MakeASongWhiter @midnight	2
